danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,37ZJ0p5Jm13JPevGcx4SkF,249293,4
0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,0v1XpBHnsbkCn7iJ9Ucr1l,224493,4
0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,3BQHpFgAp4l80e1XslIjNI,125667,4
0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,7iN1s7xHE4ifF5povM6A48,243027,4
0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,25yQPHgC35WNnnOUqFhgVR,208467,1
0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,68BTFws92cRztMS1oQ7Ewj,230387,4
0.38,0.554,10,-9.093,1,0.0253,0.0173,0.0,0.0996,0.574,147.363,1RP85mAmvJ8baqjP53kFJu,431453,4
0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,2RnPATK99oGOZygnD2GTO6,164107,4
0.496,0.703,7,-6.905,1,0.0376,0.525,2.08e-06,0.305,0.936,130.915,5Qe7NHxeLAn8KoLTNLSdwe,146720,4
0.308,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.902,150.109,0qsS2A3hwicJCLtcaR6JRQ,142653,4
0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,3VbGCXWRiouAq8VyMYN2MI,141693,4
0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,0pNeVovbiZHkulpGeOx1Gj,182293,4
0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,70LcF31zb1H0PyJoS1Sx1r,238640,4
0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,2aoo2jlRnM3A0NyLQqMN2f,240800,4
0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,6tZdL3Zp8JgrfDbsSeSV1S,133933,4
0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,70C4NyhjD5OZUMzvWZ3njJ,339000,3
0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,20OFwXhEXf12DzwXmaV7fj,141600,4
0.306,0.86,1,-7.371,1,0.0534,0.204,0.000146,0.369,0.541,136.265,1nmZ8yqKkfooOuYvtFctDp,227893,4
0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,7HW5WIw7ZgZORCzUxv5gW5,275440,4
0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,2oSpQ7QtIKTNFfA08Cy0ku,246933,4
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,0HEmnAUT8PHznIAAmVXqFJ,193200,4
0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4ZoBC5MhSEzuknIgAkBaoT,284000,4
0.468,0.969,1,-3.4,1,0.109,0.0434,0.0,0.329,0.504,129.171,6G09JrmKdDAe29eSH8ZQmR,223407,4
0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,1Pd1h30mgU05QkWYhgFzwt,229093,4
0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,6zeE5tKyr8Nu882DQhhSQI,206267,4
0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,7Jh1bpe76CNTCgdgAdBw4Z,371413,4
0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,0pQskrTITgmCMyr85tb9qq,254293,4
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747,4
0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,72Z17vmmeQKAg8bptWvpVG,318027,4
0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,3ix6K4wZY29bCujrSznwFZ,457676,4
0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478,6mib3N4E8PZHAGQ3xy7bho,279693,4
0.358,0.938,0,-5.577,1,0.0483,0.00375,9.2e-06,0.117,0.944,182.836,3gxEZXUjrNbl3TlSrTGbR5,288339,4
0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,3h04eZTnmFLRMjZajbrp2R,181107,4
0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,6Nd6ntkzr4t8o1FKPGOSMt,275395,4
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,6ADSaE87h8Y3lccZlBJdXH,295516,4
0.445,0.904,0,-4.803,1,0.0846,0.0467,0.000142,0.316,0.813,153.958,6lG23sh9X6DjVmm6UdFYV0,150693,4
0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,1CtAzw53AIXKjAemxy4b1j,255680,4
0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,7snQQk1zcKl8gZ92AnueZW,356067,4
0.701,0.745,9,-6.884,1,0.0458,0.224,0.0294,0.0823,0.733,138.887,7G0CBF8pUiyyRJGqNZuSuA,248307,4
0.682,0.954,9,-4.951,1,0.0625,0.00712,4.04e-05,0.052,0.928,115.475,2xcrseImDFEf8Urommws03,220160,4
0.515,0.656,2,-12.202,1,0.0296,0.000904,4.35e-06,0.135,0.769,127.707,7707eDBpR4qtNFoQ6nQyeR,198000,4
0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,4qgZs0RNjdzKAS22lP0QjY,337506,4
0.543,0.764,7,-7.342,1,0.0327,0.0498,1.28e-05,0.0626,0.43,164.175,2ajK6C2t7krT271fMCLbGC,198320,4
0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,4CoSCPlKNrWli7E5kFtbcl,221053,4
0.693,0.353,0,-17.852,1,0.0414,0.0704,0.00113,0.503,0.75,104.143,7rPzEczIS574IgPaiPieS3,228587,4
0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,7j74lucZ59vqN67Ipe2ZcY,273173,4
0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,7zLGHdfJ3JRPxvc96mEPEi,249573,4
0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,7cDzJyC95jtGO9zAeZsWOg,264987,4
0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,2olVm1lHicpveMAo4AUDRB,234333,4
0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873,648BMGrt98kUbLo24A4vgj,245467,4
0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,2cFl7utlqyZjCXN1G5nRvA,269573,4
0.758,0.835,7,-5.454,1,0.04,0.0311,0.0103,0.0712,0.836,120.045,1lr7QGyV5RohlODzAqnuZA,258867,4
0.376,0.667,7,-7.407,1,0.0356,0.209,1.5e-06,0.317,0.844,108.177,2pAdtQuiEVGr7nOXGiv7t4,233160,4
0.571,0.863,4,-7.661,0,0.048,0.257,0.0,0.532,0.782,94.299,4zXa17K83Pp6N2yXdVc2sv,179667,4
0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,5ChkMS8OtdzJeqyybCc9R5,293827,4
0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,1OOtq8tRnDM8kG2gqUPjAj,258040,4
0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,2bCQHF9gdG5BNDVuEIEnNk,257760,4
0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,46eu3SBuFCXWsPT39Yg3tJ,365467,4
0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,0sKlV58cODrjxGFOyf9IXY,298120,4
0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,5lWFrW5T3JtxVCLDb7etPu,247360,4
0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459,3S2R0EVwBSAVMd5UMgKTL0,357267,4
0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,225280,4
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4PTG3Z6ehGkBFwjybzWkR8,213573,4
0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,5A1FmxbYVRZKy4nc16MAue,203347,4
0.571,0.609,10,-10.691,0,0.0324,0.0299,2.89e-06,0.66,0.27,156.203,0H6rpW1xnJ8qRQwSrIADPE,178480,4
0.473,0.783,10,-10.671,0,0.0869,0.0125,0.475,0.268,0.124,91.976,54yLLvpezvPO1lA3GspiZj,340640,4
0.714,0.658,4,-11.342,1,0.0375,0.654,0.0914,0.778,0.85,110.97,2GyH5rvdnfkjzsTFaWrrov,154360,4
0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,72PoJMDfdaw9gGECgA9kTZ,156200,4
0.799,0.662,7,-8.585,1,0.0347,0.00482,0.000505,0.0484,0.717,120.082,7aJZxI6TVdIvQSuWxQ4rqp,196000,4
0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,4YR6Dextuoc3I8nJ0XgzKI,226293,4
0.758,0.638,8,-13.01,0,0.0378,0.00486,0.0141,0.0938,0.984,136.502,3FlOciKDqFlTMPeC7t92Qy,320840,4
0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,3ia3dJETSOllPsv3LJkE35,284907,4
0.415,0.538,9,-12.71,0,0.0368,0.4,0.767,0.0674,0.449,95.121,6C2PfemHQul77DVpnvuAIs,170240,4
0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,3P6OwCX7Ofiaaqtvujb6i5,158307,4
0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,4czNORk5MjW5WOn98bki32,258667,4
0.541,0.91,5,-3.879,0,0.0639,0.0132,0.0,0.578,0.493,127.099,74inHQGjQj6w630tZ9wb2J,187360,4
0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,5veJDT0MLsLbhYsx42GXUD,242667,4
0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,44aTAUBF0g6sMkMNE8I5kd,260573,4
0.747,0.448,9,-11.522,0,0.0345,0.0904,0.000185,0.0631,0.608,127.689,400ZJAUFuEuIGXhr7ie4xf,313707,4
0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,1JSTJqkT5qHq8MDJnJbRE1,253920,4
0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,3EYOJ48Et32uATr9ZmLnAo,191947,4
0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,45Ia1U4KtIjAPPU7Wv1Sea,211933,4
0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,1oYYd2gnWZYrt89EBXdFiO,290280,4
0.866,0.73,5,-8.201,1,0.0767,0.137,0.0,0.0843,0.625,118.523,2H7PHVdQ3mXqEHXcvclTB0,379267,4
0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,3L7RtEcu1Hw3OXrpnthngx,236920,4
0.675,0.494,2,-11.794,1,0.0373,0.0405,6.99e-05,0.0736,0.829,125.736,3KOPorZiKeW6gFeIViqMoq,209467,4
0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,4d6eqRtpDX7tydHJGDZUBQ,215773,4
0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,18AXbzPzBS8Y3AkgSxzJPb,336453,4
0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,1tQ5TSr1tyeQUbHKBee0jv,232800,4
0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,1Ud6moTC0KyXMq1Oxfien0,378147,4
0.481,0.826,1,-6.974,0,0.0851,0.182,0.00352,0.324,0.819,118.679,6RANU8AS5ICU5PEHh8BYtH,394267,4
0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,4N0TP4Rmj6QQezWV88ARNJ,266133,4
0.662,0.624,10,-13.606,0,0.0417,0.165,0.0,0.0674,0.961,174.513,0Dm43YLUlGdePpSbI1ct8h,252560,4
0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.128,7yFvSYKk3g5g8e7Ffl16ws,180267,4
0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,6JRLFiX9NJSoRRKxowlBYr,232200,4
0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,7BfW1eoDh27W69nxsmRicb,255840,4
0.655,0.675,1,-9.352,1,0.0599,0.272,0.0236,0.727,0.587,77.589,423hwXFgoN8RYmqLoLuVvY,427800,4
0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,37Tmv4NnfQeb0ZgUC4fOJj,348624,4
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,0ofHAoxe9vBkTCp2UQIavz,257800,4
0.334,0.472,0,-8.791,1,0.0277,0.6,3.62e-06,0.317,0.431,179.173,3FCto7hnn1shUyZL42YgfO,336093,3
0.465,0.865,11,-9.573,0,0.098,0.018,0.00135,0.0769,0.677,117.528,2ZOTtG7v1OrSNs6EINIGb4,237893,4
0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr,211578,4
0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59,0LoQuiekvzqx7n8flgEKzF,262613,4
0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,0UOxp1BpnD8uPQMKU4wKjz,263747,4
0.752,0.684,0,-7.599,1,0.15,0.0994,0.0,0.0897,0.539,141.075,64UioB4Nmwgn2f4cbIpAkl,176440,4
0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,30qVCFYKBtAENjTIBA8FPZ,247627,4
0.637,0.333,3,-9.603,1,0.0262,0.181,0.0,0.147,0.588,84.347,5DH7nDryMhpixm4G4B7RP9,217907,4
0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,0SLtqCrXBRrnkxSOMA3X4W,262000,4
0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,1M2nd8jNUkkwrc1dgBPTJz,265000,4
0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,0gzqZ9d1jIKo9psEIthwXe,248400,4
0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,65E62rOSbm7SZbAMYjNTJq,228427,4
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,0GONea6G2XdnHWjNZd6zt3,216053,4
0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,31AOj9sFz2gM0O3hMARRBx,268427,4
0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,6tXnRSvuNgOq4QcxpIN54r,224467,4
0.587,0.872,7,-5.066,1,0.0484,0.018,0.0,0.622,0.735,159.925,1OxcIUqVmVYxT6427tbhDW,221333,4
0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,2Ms33RTRCT6gArrpcrPxmo,263867,4
0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,2oWMI54r0qT4N8Xb4C76vq,237320,4
0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,07ABETRdek3ACMpRPvQuaT,234907,4
0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,7ACxUo21jtTHzy7ZEV56vU,293183,4
0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,4UCTgh5jvtqoaMX6MAhUNn,224933,4
0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,1ChulFMnwxoD74Me8eX2TU,195147,4
0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,0cGG2EouYCEEC3xfa0tDFV,153800,4
0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,1hlveB9M6ijHZRbzZ2teyh,219667,4
0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,3ZZq9396zv8pcn5GYVhxUi,222320,4
0.437,0.965,4,-4.448,1,0.136,0.326,0.00028,0.144,0.766,172.428,6HMFtoMvv6n6Q2eOyPFyne,248893,4
0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,34x6hEJgGAOQvmlMql5Ige,215133,4
0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,39lSeqnyjZJejRuaREfyLL,220627,4
0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,3v9xlH6BpmRbqL7hgNJhfT,134387,4
0.388,0.41,7,-13.285,1,0.0565,0.229,0.00027,0.221,0.223,154.24,2cHbN7OosXb4pA20G9Jcyg,191493,5
0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,7pKfPomDEeI4TPT6EOYjn9,187867,4
0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511,2Gy7qnDwt8Z3MNxqat4CsK,153205,4
0.525,0.882,5,-4.479,1,0.0467,0.0252,0.0,0.101,0.623,101.674,5O4NFbDqJ8SOfbjnIhdPDt,164867,4
0.679,0.676,2,-9.734,0,0.0371,0.0777,1.38e-05,0.0938,0.8,134.238,1hXtY9yeMAcxZlBvWzjwJn,246840,4
0.64,0.929,9,-6.016,1,0.0433,0.323,0.0,0.514,0.807,139.877,3tD4AR8vbvM0b9X09YBYE0,212987,4
0.465,0.939,5,-7.793,1,0.0494,0.0384,0.0,0.181,0.805,158.44,4rETMmjiQ7NL0KFCIZa5oV,231080,4
0.702,0.579,7,-9.089,1,0.0274,0.106,0.0,0.094,0.628,125.372,1feLODy7BXa0tjkHJ2fOeQ,196893,4
0.679,0.802,2,-8.488,1,0.0436,0.132,0.00107,0.243,0.483,138.881,0r02aCNepGuuVHQfG0v1jB,224773,4
0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,6HSXNV0b4M4cLJ7ljgVVeh,149880,4
0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,31H6au3jhblhr6MMJiXnCq,251067,4
0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,3jDdpx9PMlfMBS5tOBHFm9,213093,4
0.559,0.793,2,-3.536,0,0.028,0.0191,0.0,0.394,0.69,92.034,5XW4BwCrfYpci5zMbJxs4N,176973,4
0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,12dU3vAh6AFoJkisorfoUl,289560,4
0.43,0.955,9,-4.767,1,0.0424,0.000807,0.0,0.044,0.366,172.975,6HNruFQlzQx4ulL4ppRLYI,267360,4
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,3d9DChrdc6BOeFsbrZ3Is0,264307,4
0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,3Am0IbOxmvlSXro7N5iSfZ,247320,4
0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509,252YuUdUaC5OojaBU0H1CP,166667,4
0.688,0.909,10,-4.756,1,0.0354,0.0608,1.97e-06,0.1,0.641,109.673,5aWvinQcbc1W1WdP0GQ6J1,263680,4
0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,71SvEDmsOwIWw1IozsZoMA,201693,4
0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,63OFKbMaZSDZ4wtesuuq6f,210373,4
0.197,0.796,2,-7.335,1,0.0645,0.000541,0.417,0.187,0.522,175.02,5u5qlnyVaewWugJIjzilIc,261387,4
0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,4TIJ7zSBNejpoIPaWpWRKc,288533,4
0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,4mn2kNTqiGLwaUR8JdhJ1l,269907,3
0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,5OQsiBsky2k2kDKy2bX2eT,235293,4
0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,0HOrDVS349XFcpCYsO2hAP,234867,4
0.791,0.535,9,-13.261,0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,2E2ZVy2fxslpAUgbb4zu84,308373,4
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,39shmbIHICJ2Wxnk1fPSdz,188987,4
0.538,0.536,3,-10.36,1,0.036,0.473,0.0,0.18,0.54,119.31,7oHymG8r14Iv9zn5hFTNax,221373,4
0.538,0.467,2,-9.589,1,0.0327,0.637,0.0,0.115,0.507,111.766,0oUBuOO4g9P4lREqfqR5nq,203133,4
0.575,0.764,4,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,6ft9PAgNOjmZ2kFVP7LGqb,203240,4
0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,0qemIQjSxcKyf42VPfZnfa,212800,4
0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,1xaTREM89RbIxkcjlpf4Uw,215760,4
0.594,0.712,0,-6.057,1,0.039,0.0833,0.000874,0.0548,0.806,120.881,3WWkjQjorLde5NdMP776t6,203173,4
0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4bEb3KE4mSKlTFjtWJQBqO,193347,4
0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,6hTcuIQa0sxrrByu9wTD7s,269920,4
0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,07GvNcU1WdyZJq3XxP0kZa,223613,4
0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,56KqaFSGTb7ifpt16t5Y1N,222427,4
0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,1gzIbdFnGJ226LTl0Cn2SX,252200,4
0.696,0.89,5,-6.819,1,0.0441,0.055,0.0596,0.5,0.922,98.742,17Ng10tIgnYmAitl0SgT3R,252227,4
0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,0QKfiqpEU4h9ycPSzIFwYe,244707,4
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE,251489,4
0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,46RVKt5Edm1zl0rXhPJZxz,220867,4
0.616,0.685,9,-15.289,0,0.04,0.0245,1.13e-05,0.0491,0.895,150.055,5Hyr47BBGpvOfcykSCcaw9,348333,4
0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,0B5kY9i9bmP7554oU4jRoO,245413,4
0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,231333,4
0.726,0.779,1,-7.05,0,0.0251,0.0178,0.00178,0.104,0.841,109.132,7cI5101px2DXa36dl9CKHv,212800,4
0.857,0.298,1,-15.611,1,0.0616,0.00217,1.08e-05,0.209,0.825,89.124,4POgt5ayni68MeLqclubcC,183800,4
0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,5haXbSJqjjM0TCJ5XkfEaC,165800,4
0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,745H5CctFr12Mo7cqa1BMH,165000,4
0.7,0.744,10,-8.217,0,0.0346,0.0198,0.0081,0.155,0.903,103.559,4ICKuJDY5F2XdTR4fIMA7W,284427,4
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,2IHaGyfxNoFPLJnaEg4GTs,270373,4
0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,2dCmGcEOQrMQhMMS8Vj7Ca,205467,4
0.617,0.358,5,-10.127,0,0.0272,0.212,1.81e-06,0.162,0.677,104.989,0UW7iflqJYC9NuKlYeMKXD,245067,4
0.629,0.669,7,-6.341,1,0.0362,0.147,4.89e-05,0.752,0.675,105.934,4PsoKcHDo7Ef6UcjjmORbV,197213,4
0.704,0.852,0,-6.521,1,0.0302,0.0283,0.352,0.625,0.96,122.969,4T5Y25pWs2pVZVcFIqFuf8,256453,4
0.59,0.671,1,-12.484,1,0.154,0.0939,0.0,0.248,0.736,109.333,4ZEEcEMGjkWOfZNBcIB9yE,200267,4
0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,3XIEWK1V9n25PS9Vb6axj5,188133,4
0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,2LawezPeJhN4AWuSB0GtAU,160133,4
0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,78lgmZwycJ3nzsdgmPPGNx,146250,4
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,5CQ30WqJwcep0pYcV4AMNc,482830,4
0.423,0.685,4,-9.651,0,0.078,6.28e-05,0.00642,0.133,0.328,162.78,3Jnxngdff0lVu2rza1GVx6,167720,4
0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,3ZffCQKLFLUvYM59XKLbVm,285653,4
0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,5GorCbAP4aL0EJ16frG2hd,262333,4
0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,6VoIBz0VhCyz7OdEoRYDiA,258827,4
0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,2gQaQUhDCNGfBVXTvxAmXQ,393667,4
0.623,0.739,7,-8.116,1,0.0244,0.338,1.88e-05,0.109,0.642,95.007,5lwQGZYF4BXOzFtXc5zk8q,257316,4
0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,0Qv7xi6uPSqH2k82tOkGSt,215400,4
